Author -  Ari Hyttinen :  last commit  :  2013-05-22
Author -  Ariel Peltz :  last commit  :  2012-05-17
Author -  Arnaud Heritier :  last commit  :  2016-03-25
Author -  Arnaud Héritier :  last commit  :  2015-10-13
Author -  Artem V. Navrotskiy :  last commit  :  2019-07-13
Author -  Aurelie Salles :  last commit  :  2017-03-09
Author -  Baptiste Mathus :  last commit  :  2020-03-13
Author -  Baptiste Mille-Mathias :  last commit  :  2015-02-26
Author -  Bartosz Kaszubowski :  last commit  :  2014-07-03
Author -  Basil Crow :  last commit  :  2019-10-24
Author -  Ben Gamari :  last commit  :  2017-05-29
Author -  Ben McCann :  last commit  :  2014-08-10
Author -  Ben Parees :  last commit  :  2014-02-20
Author -  Benjamin Cabé :  last commit  :  2011-05-03
Author -  Benjamin Herbert :  last commit  :  2015-08-10
Author -  Bernard Leach :  last commit  :  2013-06-13
Author -  Bernie Schelberg :  last commit  :  2015-01-06
Author -  Bjoern Kasteleiner :  last commit  :  2013-06-15
Author -  Boris :  last commit  :  2015-05-19
Author -  Brad Trimby :  last commit  :  2011-02-02
Author -  Brendan Nolan :  last commit  :  2017-02-14
Author -  Brian Atkinson :  last commit  :  2011-02-16
Author -  Bruno Kühnen Meneguello :  last commit  :  2014-09-18
Author -  Bruno P. Kinoshita :  last commit  :  2013-11-14
Author -  Bráulio Bezerra :  last commit  :  2013-08-26
Author -  Carbenium :  last commit  :  2015-11-17
Author -  Carl Quinn :  last commit  :  2012-05-23
Author -  Carlos Sanchez :  last commit  :  2016-05-09
Author -  Chris Arnott :  last commit  :  2013-12-02
Author -  Christian Wolfgang :  last commit  :  2013-09-25
Author -  Christoffer Sawicki :  last commit  :  2016-03-12
Author -  Christoph Kutzinski :  last commit  :  2013-08-18
Author -  Christopher Orr :  last commit  :  2016-05-23
Author -  Christopher Simons :  last commit  :  2015-12-08
Author -  Ciprian Ciubotariu :  last commit  :  2011-09-28
Author -  Claudiu Guiman :  last commit  :  2017-02-03
Author -  Cliff Maury :  last commit  :  2011-12-30
Author -  Cliffano Subagio :  last commit  :  2012-11-22
Author -  CloudBees DEV@Cloud :  last commit  :  2015-11-04
Author -  Craig Rodrigues :  last commit  :  2016-04-13
Author -  Curt Moore :  last commit  :  2017-07-13
Author -  Cyrille Le Clerc :  last commit  :  2016-06-16
Author -  Damian Szczepanik :  last commit  :  2019-09-08
Author -  Damien Finck :  last commit  :  2014-09-06
Author -  Damien Nozay :  last commit  :  2014-10-08
Author -  Daniel Beck :  last commit  :  2020-04-07
Author -  Daniel Khodaparast :  last commit  :  2013-02-23
Author -  Daniel Spilker :  last commit  :  2017-01-13
Author -  Daniel Trebbien :  last commit  :  2018-03-07
Author -  Daniel Weber :  last commit  :  2015-06-14
Author -  Darryl Pogue :  last commit  :  2014-10-10
Author -  Dave Brosius :  last commit  :  2011-02-05
Author -  David Alberto :  last commit  :  2015-07-03
Author -  David Hoover :  last commit  :  2017-05-23
Author -  David M. Carr :  last commit  :  2011-12-03
Author -  David Olorundare :  last commit  :  2019-01-18
Author -  David Ruhmann :  last commit  :  2014-08-15
Author -  David Rutqvist :  last commit  :  2016-10-11
Author -  David Strauss :  last commit  :  2011-02-20
Author -  Dean Yu :  last commit  :  2012-06-22
Author -  Devin Nusbaum :  last commit  :  2019-06-13
Author -  Dillon Amburgey :  last commit  :  2012-07-23
Author -  Dirk Pahl :  last commit  :  2011-01-21
Author -  Dirk Thomas :  last commit  :  2016-09-01
Author -  Dominic Mitchell :  last commit  :  2011-06-05
Author -  Dominik Bartholdi :  last commit  :  2011-10-26
Author -  Dominique :  last commit  :  2014-10-13
Author -  Donny Nadolny :  last commit  :  2013-05-15
Author -  Doug Alcouffe :  last commit  :  2015-05-30
Author -  Drew Repasky :  last commit  :  2011-09-04
Author -  Ed Bartosh :  last commit  :  2012-02-10
Author -  Edmund Wong :  last commit  :  2013-11-08
Author -  Egor Bredikhin :  last commit  :  2019-08-29
Author -  Eito Katagiri :  last commit  :  2015-07-18
Author -  Emilio Escobar :  last commit  :  2020-04-01
Author -  Emmanuel Bourg :  last commit  :  2014-09-23
Author -  Eric Weikl :  last commit  :  2013-06-15
Author -  Eric Yu :  last commit  :  2018-07-07
Author -  Erik Lindblad :  last commit  :  2012-10-24
Author -  Erik Molekamp :  last commit  :  2012-12-14
Author -  Erik Ramfelt :  last commit  :  2011-10-02
Author -  Erwan de FERRIERES :  last commit  :  2011-04-28
Author -  Esa Laine :  last commit  :  2012-08-22
Author -  Esther Alvarez Feijoo :  last commit  :  2020-03-12
Author -  Eugene Baranov :  last commit  :  2014-11-30
Author -  Evaristo Gutiérrez :  last commit  :  2018-06-08
Author -  Evgeny Mandrikov :  last commit  :  2011-04-25
Author -  FLOCHLAY Sebastien :  last commit  :  2017-03-09
Author -  Federico Pellegrin :  last commit  :  2019-12-03
Author -  Felix Belzunce Arcos :  last commit  :  2016-10-16
Author -  Fernando Boaglio :  last commit  :  2015-10-12
Author -  Félix Belzunce Arcos :  last commit  :  2017-04-28
Author -  Filipe Roque :  last commit  :  2014-07-23
Author -  Flavio Costa :  last commit  :  2011-09-13
Author -  Francisco Javier Fernandez Gonzalez :  last commit  :  2019-05-20
Author -  Francisco Ruiz :  last commit  :  2013-06-19
Author -  Fred G :  last commit  :  2014-01-31
Author -  Freddie Vargus :  last commit  :  2015-03-17
Author -  Fritz Elfert :  last commit  :  2015-10-12
Author -  Frolov Dmitry :  last commit  :  2017-04-17
Author -  Félix Queiruga :  last commit  :  2020-04-03
Author -  GLundh :  last commit  :  2010-06-22
Author -  Gabriel Lavoie :  last commit  :  2019-08-27
Author -  Galo Navarro :  last commit  :  2013-03-01
Author -  Gavin Mogan :  last commit  :  2019-04-04
Author -  George Gastaldi :  last commit  :  2015-08-13
Author -  George Shakhnazaryan :  last commit  :  2012-02-21
Author -  Gili Tzabari :  last commit  :  2013-09-18
Author -  Giulio D'Ambrosi :  last commit  :  2011-12-12
Author -  Glöckle Bastian :  last commit  :  2013-07-03
Author -  Greg Albrecht :  last commit  :  2013-12-11
Author -  Greg Inozemtsev :  last commit  :  2013-12-03
Author -  Greg Temchenko :  last commit  :  2012-04-08
Author -  Grogdunn :  last commit  :  2015-03-18
Author -  Gunnar Wrobel :  last commit  :  2010-04-09
Author -  Gustaf Lundh :  last commit  :  2018-05-31
Author -  Hans-Joachim Kliemeck :  last commit  :  2013-10-23
Author -  Harald Albers :  last commit  :  2016-08-15
Author -  Hayato ITO :  last commit  :  2012-03-13
Author -  Hendrik Millner :  last commit  :  2013-01-15
Author -  Hervé Boutemy :  last commit  :  2013-11-30
Author -  Hiroshi Saito :  last commit  :  2012-11-08
Author -  Holger Voormann :  last commit  :  2014-11-05
Author -  Hughes, Wilfred (London) :  last commit  :  2015-01-15
Author -  Ian Hopkins :  last commit  :  2013-10-02
Author -  IanKemp :  last commit  :  2012-05-22
Author -  Idan Bidani :  last commit  :  2013-12-07
Author -  Ignacio Albors :  last commit  :  2014-02-24
Author -  Ilya Zasimov :  last commit  :  2019-05-05
Author -  Imran Hayder :  last commit  :  2015-02-05
Author -  Inetov :  last commit  :  2018-11-23
Author -  Ing. Pavel Janousek :  last commit  :  2016-06-09
Author -  Ingo Richter :  last commit  :  2013-12-17
Author -  Ivan Fernandez Calvo :  last commit  :  2019-07-12
Author -  JTSweet :  last commit  :  2015-04-21
Author -  Jakub Štiller :  last commit  :  2012-02-20
Author -  James Byers :  last commit  :  2013-06-14
Author -  James Martinez :  last commit  :  2013-01-26
Author -  James Nord :  last commit  :  2020-04-02
Author -  James Page :  last commit  :  2012-01-06
Author -  Jan Vansteenkiste :  last commit  :  2018-02-12
Author -  Jan Štourač :  last commit  :  2016-02-06
Author -  Janick Reynders :  last commit  :  2011-02-03
Author -  Jean Blanchard :  last commit  :  2014-04-15
Author -  Jean-Baptiste Le Duigou :  last commit  :  2020-03-11
Author -  Jean-Philippe Briend :  last commit  :  2016-05-08
Author -  Jeff MAURY :  last commit  :  2012-09-17
Author -  Jeff Thompson :  last commit  :  2020-03-25
Author -  Jenkins admin :  last commit  :  2012-10-17
Author -  Jenn Briden :  last commit  :  2018-05-14
Author -  Jens Brejner :  last commit  :  2014-04-05
Author -  Jens Hausherr :  last commit  :  2013-09-04
Author -  Jerome Lacoste :  last commit  :  2013-01-10
Author -  Jesse Farinacci :  last commit  :  2012-04-03
Author -  Jesse Glick :  last commit  :  2020-03-31
Author -  Jez Halford :  last commit  :  2018-01-09
Author -  Jochen Fürbacher :  last commit  :  2018-04-26
Author -  Joel Johnson :  last commit  :  2013-03-01
Author -  Johannes Ernst :  last commit  :  2015-12-10
Author -  John Pederzolli :  last commit  :  2015-08-18
Author -  Johnbo :  last commit  :  2013-05-20
Author -  Johno Crawford :  last commit  :  2017-12-15
Author -  Jonas :  last commit  :  2020-03-12
Author -  Jonathan A. Sternberg :  last commit  :  2014-01-14
Author -  Jordi Mas :  last commit  :  2016-12-30
Author -  Joris de Vries :  last commit  :  2012-07-24
Author -  Josh Soref :  last commit  :  2020-03-11
Author -  Joshua Keroes :  last commit  :  2013-06-26
Author -  Joshua Kolash :  last commit  :  2014-04-07
Author -  Julian Schmidt :  last commit  :  2013-01-31
Author -  Julien Carsique :  last commit  :  2011-09-28
Author -  Julien Coste :  last commit  :  2018-06-13
Author -  Julien HENRY :  last commit  :  2011-09-26
Author -  Justin Santa Barbara :  last commit  :  2013-01-31
Author -  Jyrki Puttonen :  last commit  :  2013-07-17
Author -  Jørgen P. Tjernø :  last commit  :  2012-08-08
Author -  Jānis :  last commit  :  2015-03-23
Author -  KOMATSU Seiji :  last commit  :  2013-03-04
Author -  Kai Inkinen :  last commit  :  2010-05-05
Author -  Kamil Szymanski :  last commit  :  2017-03-19
Author -  Kamran Mackey :  last commit  :  2015-07-07
Author -  Kannan Manickam :  last commit  :  2012-11-06
Author -  Kanstantsin Shautsou :  last commit  :  2019-07-17
Author -  Kazuhiro NISHIYAMA :  last commit  :  2014-01-10
Author -  Keith Zantow :  last commit  :  2016-08-23
Author -  Kenichi Maehashi :  last commit  :  2013-12-18
Author -  Kenneth Garland :  last commit  :  2014-10-15
Author -  Kevin Burke :  last commit  :  2014-07-21
Author -  Kevin Connor :  last commit  :  2011-06-20
Author -  Kevin P. Fleming :  last commit  :  2014-01-31
Author -  Kevin Sawicki :  last commit  :  2011-08-23
Author -  Kohei Suzuki :  last commit  :  2018-07-02
Author -  Kohsuke Kawaguchi :  last commit  :  2020-04-05
Author -  Konstantin Bulanov :  last commit  :  2019-11-14
Author -  Kristian Rosenvold :  last commit  :  2012-11-30
Author -  Krzysztof Knapik :  last commit  :  2020-03-06
Author -  Krzysztof Rakowski :  last commit  :  2014-02-05
Author -  Ksenia Nenasheva :  last commit  :  2017-06-27
Author -  Kyle A. Matheny :  last commit  :  2014-05-21
Author -  Kyle Allan :  last commit  :  2012-07-18
Author -  Kyle Beal :  last commit  :  2014-06-26
Author -  Larry North :  last commit  :  2013-08-24
Author -  Larry Shatzer, Jr :  last commit  :  2014-03-25
Author -  Lars Hvile :  last commit  :  2012-12-28
Author -  Laurence :  last commit  :  2013-10-02
Author -  Liam Newman :  last commit  :  2019-05-07
Author -  Literallie :  last commit  :  2018-11-01
Author -  Logan Gorence :  last commit  :  2013-02-23
Author -  Lucien Weller :  last commit  :  2011-04-06
Author -  Lukasz Jader :  last commit  :  2013-05-29
Author -  Luke Petre :  last commit  :  2013-07-04
Author -  Luke Robertson :  last commit  :  2014-07-24
Author -  Mads Nielsen :  last commit  :  2014-04-30
Author -  Manolo Carrasco :  last commit  :  2012-05-24
Author -  Manuel Blechschmidt :  last commit  :  2018-01-16
Author -  Manuel Recena :  last commit  :  2018-02-21
Author -  Marat Radchenko :  last commit  :  2019-09-27
Author -  Marc Guenther :  last commit  :  2012-04-25
Author -  Marc Guillemot :  last commit  :  2020-01-24
Author -  Marcin Zajączkowski :  last commit  :  2017-04-14
Author -  Marco Miller :  last commit  :  2013-11-15
Author -  Marcos Bento :  last commit  :  2018-04-23
Author -  Marius Gedminas :  last commit  :  2014-07-25
Author -  Marius Karnauskas :  last commit  :  2016-01-15
Author -  Mark Waite :  last commit  :  2020-03-20
Author -  Mark Wynn-Mackenzie :  last commit  :  2019-09-09
Author -  Markus Winter :  last commit  :  2020-04-04
Author -  Martijn Baay :  last commit  :  2015-05-02
Author -  Martin Nowak :  last commit  :  2017-09-22
Author -  Martin Schroeder :  last commit  :  2012-08-29
Author -  Matt Kraai :  last commit  :  2012-12-06
Author -  Matt Legrand :  last commit  :  2015-03-16
Author -  Matt Moore :  last commit  :  2014-12-02
Author -  Matt Sicker :  last commit  :  2020-03-11
Author -  Matthew Barr :  last commit  :  2014-04-19
Author -  Matthias Vach :  last commit  :  2013-08-23
Author -  Michael Clarke :  last commit  :  2017-05-17
Author -  Michael Koch :  last commit  :  2016-03-20
Author -  Michael Neale :  last commit  :  2016-05-14
Author -  Michael Pailloncy :  last commit  :  2013-08-07
Author -  Michael Prankl :  last commit  :  2015-07-14
Author -  Michael Prokop :  last commit  :  2014-04-22
Author -  Michal Srb :  last commit  :  2014-09-19
Author -  Mike Power :  last commit  :  2011-10-29
Author -  Mike Robinet :  last commit  :  2011-06-21
Author -  Mikel Larreategi :  last commit  :  2017-02-01
Author -  Mikhail Kalkov :  last commit  :  2012-07-20
Author -  Mikko Peltonen :  last commit  :  2011-02-09
Author -  Mirko Friedenhagen :  last commit  :  2015-09-03
Author -  Monty Taylor :  last commit  :  2013-07-16
Author -  Muhammed Akbulut :  last commit  :  2015-06-24
Author -  Mustafa Ulu :  last commit  :  2019-10-26
Author -  Mykola Nikishov :  last commit  :  2011-02-13
Author -  N Nachiappan :  last commit  :  2014-10-24
Author -  NGK Sternhagen :  last commit  :  2014-12-31
Author -  NextTurn :  last commit  :  2020-03-08
Author -  Nguyen Le Vu Long :  last commit  :  2019-07-19
Author -  Nick Dimiduk :  last commit  :  2014-11-01
Author -  Nicolae Pascu :  last commit  :  2019-04-11
Author -  Nicolas De Loof :  last commit  :  2018-10-11
Author -  Nicolas De loof :  last commit  :  2018-10-11
Author -  Nigel Magnay :  last commit  :  2011-06-08
Author -  Nikolas Falco :  last commit  :  2017-08-05
Author -  OHTAKE Tomohiro :  last commit  :  2012-08-27
Author -  Olav Reinert :  last commit  :  2011-03-18
Author -  Oleg Nenashev :  last commit  :  2020-04-08
Author -  Oli Dagenais :  last commit  :  2016-02-24
Author -  Oliver Gondža :  last commit  :  2020-03-19
Author -  Olivier Dagenais :  last commit  :  2013-10-23
Author -  Olivier Lamy :  last commit  :  2017-08-14
Author -  Olivier Lemasle :  last commit  :  2012-06-28
Author -  Olivier Truong :  last commit  :  2018-10-05
Author -  Oskars Pakers :  last commit  :  2018-10-26
Author -  Otmane TAZI :  last commit  :  2015-08-10
Author -  Patrick McKeown :  last commit  :  2013-09-02
Author -  Patrik Boström :  last commit  :  2015-02-01
Author -  Paul Kilgo :  last commit  :  2014-09-17
Author -  Paul Sandoz :  last commit  :  2011-10-05
Author -  Paul Weiss :  last commit  :  2011-03-10
Author -  Pavel Cvrcek :  last commit  :  2014-08-12
Author -  Pedro Rodriguez :  last commit  :  2013-03-15
Author -  Pei-Tang Huang :  last commit  :  2013-03-25
Author -  Peter Darton :  last commit  :  2020-01-30
Author -  Peter Eisentraut :  last commit  :  2013-11-03
Author -  Peter Hayes :  last commit  :  2013-02-25
Author -  Peter Liljenberg :  last commit  :  2014-04-09
Author -  Peter Major :  last commit  :  2016-06-23
Author -  Peter Marcoen :  last commit  :  2015-07-17
Author -  Peter Russell :  last commit  :  2014-01-10
Author -  Pierre-Louis Bonicoli :  last commit  :  2019-11-07
Author -  Piotr Wielgolaski :  last commit  :  2014-12-09
Author -  Prayag Verma :  last commit  :  2016-02-11
Author -  Puru Tuladhar :  last commit  :  2015-01-16
Author -  R. Tyler Ballance :  last commit  :  2009-10-13
Author -  R. Tyler Croy :  last commit  :  2019-05-25
Author -  Radek Antoniuk :  last commit  :  2015-06-16
Author -  Radosław Antoniuk :  last commit  :  2015-06-18
Author -  Raihaan Shouhell :  last commit  :  2020-03-19
Author -  Ramon Leon :  last commit  :  2020-03-19
Author -  Raul Arabaolaza :  last commit  :  2018-03-26
Author -  ReadmeCritic :  last commit  :  2016-04-08
Author -  Reginaldo Russinholi :  last commit  :  2016-02-25
Author -  René Moser :  last commit  :  2011-06-19
Author -  René Scheibe :  last commit  :  2020-01-06
Author -  Richard Mortimer :  last commit  :  2015-03-30
Author -  Richie Vos :  last commit  :  2011-01-23
Author -  Rob van Oostrum :  last commit  :  2011-08-11
Author -  Robert Rabe :  last commit  :  2019-03-14
Author -  Robert Sandell :  last commit  :  2017-09-23
Author -  Robert Shade :  last commit  :  2018-11-12
Author -  Roberto C. Salome :  last commit  :  2019-10-23
Author -  Robin Naundorf :  last commit  :  2016-06-17
Author -  Romén Rodríguez-Gil :  last commit  :  2020-04-02
Author -  Ronald Tschalär :  last commit  :  2013-05-24
Author -  Rowan Hill :  last commit  :  2013-12-22
Author -  Ryan Campbell :  last commit  :  2015-01-31
Author -  Ryan Maki :  last commit  :  2013-03-12
Author -  Sam Gleske :  last commit  :  2016-12-28
Author -  Sam Griff :  last commit  :  2018-09-08
Author -  Sam Van Oort :  last commit  :  2018-10-06
Author -  Sami Tikka :  last commit  :  2012-07-25
Author -  Samuel Moritz :  last commit  :  2013-01-07
Author -  Sascha Peilicke :  last commit  :  2013-03-27
Author -  Sascha Scholz :  last commit  :  2012-02-14
Author -  Sathiya Narayanan :  last commit  :  2017-04-03
Author -  Sean Sullivan :  last commit  :  2019-08-15
Author -  Sebastian Rahlf :  last commit  :  2011-07-05
Author -  Seiji Sogabe :  last commit  :  2015-03-27
Author -  Sergiu Dumitriu :  last commit  :  2012-12-14
Author -  Shawn McCarthy :  last commit  :  2015-01-05
Author -  Simon Andrews :  last commit  :  2015-03-22
Author -  Simon Wiest :  last commit  :  2016-02-26
Author -  Sladyn Nunes :  last commit  :  2020-04-06
Author -  Spike Washburn :  last commit  :  2015-09-09
Author -  Stefan Spieker :  last commit  :  2020-02-03
Author -  Stefan Wolf :  last commit  :  2014-04-12
Author -  Stephan Pauxberger :  last commit  :  2011-09-29
Author -  Stephan Reiter :  last commit  :  2019-09-25
Author -  Stephen Connolly :  last commit  :  2018-12-04
Author -  Stephen Souness :  last commit  :  2015-06-19
Author -  Steve Arch :  last commit  :  2018-09-27
Author -  Steve Hill :  last commit  :  2019-03-09
Author -  Steven Christou :  last commit  :  2014-03-11
Author -  Steven Post :  last commit  :  2013-03-18
Author -  StevenGBrown :  last commit  :  2010-10-21
Author -  Surya Gaddipati :  last commit  :  2014-06-12
Author -  Sylvestre Ledru :  last commit  :  2018-04-17
Author -  Szymon Biliński :  last commit  :  2015-03-23
Author -  Ted :  last commit  :  2015-11-28
Author -  Thiago Zanetti :  last commit  :  2014-10-15
Author -  Thomas Suckow :  last commit  :  2015-06-02
Author -  Thomas Van Doren :  last commit  :  2012-04-09
Author -  Thomas de Grenier de Latour :  last commit  :  2020-01-29
Author -  Thorsten Scherler :  last commit  :  2018-10-10
Author -  Tim Jacomb :  last commit  :  2020-04-09
Author -  Tim Lantz :  last commit  :  2013-06-18
Author -  Tim Pizey :  last commit  :  2012-06-19
Author -  Tollef Fog Heen :  last commit  :  2013-11-21
Author -  Tom Fennelly :  last commit  :  2016-05-08
Author -  Tom Huybrechts :  last commit  :  2012-01-07
Author -  Tomas Straupis :  last commit  :  2016-06-02
Author -  Tomas Straupis :  last commit  :  2016-06-02
Author -  Tomer Cohen :  last commit  :  2011-03-22
Author -  Tommy Sparber :  last commit  :  2019-11-13
Author -  Toomas Romer :  last commit  :  2013-06-25
Author -  Ulli Hafner :  last commit  :  2019-11-13
Author -  Valentina Armenise :  last commit  :  2018-02-22
Author -  Vento :  last commit  :  2020-03-11
Author -  Veres Lajos :  last commit  :  2015-08-08
Author -  Victor Ott :  last commit  :  2018-10-27
Author -  Viktor Suprun :  last commit  :  2013-11-04
Author -  Vincent LATOMBE :  last commit  :  2014-01-31
Author -  Vincent Latombe :  last commit  :  2020-03-27
Author -  Vivek Pandey :  last commit  :  2016-04-29
Author -  Vladimir Kravets :  last commit  :  2013-01-31
Author -  Vojtech Juranek :  last commit  :  2015-09-17
Author -  Vojtěch Juránek :  last commit  :  2016-06-29
Author -  Wade Carpenter :  last commit  :  2012-10-19
Author -  Wadeck Follonier :  last commit  :  2020-03-13
Author -  Waldyr :  last commit  :  2016-04-29
Author -  Wedge Jarrad :  last commit  :  2013-11-08
Author -  Werner Beroux :  last commit  :  2011-09-23
Author -  Wil Moore III :  last commit  :  2011-06-29
Author -  Wilfred Hughes :  last commit  :  2015-11-02
Author -  Will Ross :  last commit  :  2011-06-19
Author -  Will Ross :  last commit  :  2011-06-19
Author -  Wynn Netherland :  last commit  :  2013-07-18
Author -  Yoann Dubreuil :  last commit  :  2017-02-17
Author -  Yoichi Nakayama :  last commit  :  2013-12-20
Author -  Your Name :  last commit  :  2014-12-09
Author -  Zbynek Konecny :  last commit  :  2019-11-10
Author -  aHenryJard :  last commit  :  2019-08-30
Author -  aabeling :  last commit  :  2012-12-19
Author -  abayer :  last commit  :  2010-11-09
Author -  againjj :  last commit  :  2009-02-03
Author -  aitor alzola :  last commit  :  2011-02-11
Author -  ajpurkiss :  last commit  :  2008-10-04
Author -  alanharder :  last commit  :  2011-08-18
Author -  Harald Albers :  last commit  :  2016-08-15
Author -  alexkoon :  last commit  :  2012-11-02
Author -  Antonio Muniz :  last commit  :  2020-03-25
Author -  anafke :  last commit  :  2019-10-23
Author -  Andi Pabst :  last commit  :  2019-10-31
Author -  appr :  last commit  :  2011-06-26
Author -  ashlux :  last commit  :  2010-05-05
Author -  atcarmo :  last commit  :  2016-02-10
Author -  bagrehc :  last commit  :  2010-10-15
Author -  bap2000 :  last commit  :  2012-05-08
Author -  basil3whitehouse :  last commit  :  2008-06-25
Author -  Pei-Tang Huang :  last commit  :  2013-03-15
Author -  bhenderson :  last commit  :  2016-03-29
Author -  bill007110 :  last commit  :  2019-06-09
Author -  boev :  last commit  :  2014-02-03
Author -  brucechapman :  last commit  :  2009-01-08
Author -  bruyeron :  last commit  :  2007-04-09
Author -  bshine :  last commit  :  2009-12-14
Author -  bwestrich :  last commit  :  2007-11-27
Author -  c3johnso :  last commit  :  2012-08-14
Author -  cactusman :  last commit  :  2010-04-08
Author -  César Soto Valero :  last commit  :  2019-12-04
Author -  chandrodayv :  last commit  :  2010-05-10
Author -  charanb1r :  last commit  :  2018-11-16
Author -  chris-daw :  last commit  :  2015-01-15
Author -  chris.arnott@softwire.com :  last commit  :  2015-12-02
Author -  christ66 :  last commit  :  2016-09-22
Author -  cjo9900 :  last commit  :  2012-11-09
Author -  cleibersilva :  last commit  :  2010-11-24
Author -  contextshuffling :  last commit  :  2020-02-09
Author -  david_beutel :  last commit  :  2010-05-13
Author -  david_calavera :  last commit  :  2008-09-24
Author -  davidmc24 :  last commit  :  2009-12-18
Author -  davidseymore :  last commit  :  2008-05-18
Author -  ddavison :  last commit  :  2013-06-06
Author -  digerata :  last commit  :  2007-10-19
Author -  dnadolny :  last commit  :  2013-05-02
Author -  dodok1 :  last commit  :  2009-05-20
Author -  draco2k8 :  last commit  :  2009-03-04
Author -  drulli :  last commit  :  2010-04-13
Author -  Dean Yu :  last commit  :  2012-06-22
Author -  dvrzalik :  last commit  :  2009-01-22
Author -  dwdyer :  last commit  :  2013-08-27
Author -  elefevre :  last commit  :  2009-04-08
Author -  ertanden :  last commit  :  2009-01-26
Author -  evernat :  last commit  :  2016-05-15
Author -  f_cavarretta :  last commit  :  2009-01-29
Author -  fbonerandi :  last commit  :  2016-01-18
Author -  fred-o :  last commit  :  2011-07-05
Author -  frizbog :  last commit  :  2008-06-16
Author -  fujibee :  last commit  :  2009-01-27
Author -  gcummings :  last commit  :  2014-04-25
Author -  gliptak :  last commit  :  2009-09-04
Author -  godfath3r :  last commit  :  2018-01-07
Author -  godin :  last commit  :  2010-04-20
Author -  gusreiber :  last commit  :  2016-10-09
Author -  hayderimran7 :  last commit  :  2015-02-24
Author -  hunkim :  last commit  :  2008-11-24
Author -  Tom Huybrechts :  last commit  :  2012-01-07
Author -  hwellmann :  last commit  :  2008-08-23
Author -  ialbors :  last commit  :  2013-01-07
Author -  ikedam :  last commit  :  2018-08-19
Author -  ikikko :  last commit  :  2012-01-29
Author -  imod :  last commit  :  2013-08-19
Author -  intelradoux :  last commit  :  2014-11-14
Author -  jacob_robertson :  last commit  :  2010-06-17
Author -  jasonchaffee :  last commit  :  2008-03-18
Author -  javadude :  last commit  :  2009-11-24
Author -  jazzjack :  last commit  :  2008-05-23
Author -  jbq :  last commit  :  2009-01-05
Author -  jesse-houghton :  last commit  :  2019-09-20
Author -  Jesse Glick :  last commit  :  2020-03-31
Author -  jheymans :  last commit  :  2009-06-12
Author -  jhm :  last commit  :  2009-04-09
Author -  Jesse Farinacci :  last commit  :  2012-04-03
Author -  jjasper :  last commit  :  2008-09-06
Author -  joyyc :  last commit  :  2017-08-14
Author -  John Pederzolli :  last commit  :  2015-08-18
Author -  James Nord :  last commit  :  2020-04-02
